YTID,start_seconds
OV8oWSmk29o,110.0
OoSEcN9hJck,0.0
OrejwdgHydg,24.0
PW8B40ss8LQ,30.0
Q3KPyW3SsS8,30.0
Q7d8Cpmd-Iw,25.0
QITgidkrvew,170.0
QSiubB6WnJ4,120.0
QXKGEamY8yo,30.0
RX7V9s-WZq4,20.0
RsXU0fTaCIA,9.0
Ru4Vk2xfBvA,0.0
S8cwhXr7zZs,60.0
SDvpf6wsryQ,30.0
SbJmk_6PVWg,0.0
SmdV_QZTyQM,30.0
Syb4G5jhCFI,0.0
T7U0qb16Muw,0.0
U2MWeG-oQo8,16.0
ULpZsHp10LE,120.0
UPKnkMX8moM,15.0
UfUwlPYuJbo,22.0
UntMXh_eZYI,0.0
V0I7-njS41E,8.0
VAVgZGlgPj8,30.0
VLuMxT4pUvI,100.0
VOnHZg3zODg,30.0
VW7JVETgk_M,30.0
WHB1W73UBaI,10.0
WMgideUWD3c,18.0
WS5KHE0XkUI,0.0
WU0VLkr6k84,20.0
WiHyU14YQak,0.0
WlitZoXPJ2o,60.0
WyX0oGsSNS0,6.0
XPn6_04-EJ4,14.0
XVMKGyFOtMQ,10.0
XsfKh-TGbvE,10.0
YLCSWudT5bU,30.0
ZFOaSUr84ng,430.0
Zqhemsjmgn0,0.0
ZsmNf5hDJOY,22.0
ZtN8EogIy8s,0.0
_joQueDo-Rs,0.0
_rZG7HtpD5s,0.0
_vUcCZfrPF0,40.0
a3Iqv8K0_XE,30.0
a6hCSRjyVxw,3.0
a_Lz2H2hwuE,1.0
aaGL5l7WEZc,30.0
at6MR6RxQ9g,80.0
bHMAAL_3Ydk,30.0
bezUdnkWlSs,10.0
cPkmeDIcyVA,30.0
cT2jY7AgYHg,190.0
cqZyFyjYWR8,3.0
cvID_z3CNq4,17.0
cvZOK6bG16I,8.0
dTZX2pGH3uE,22.0
dVaqSXamFnw,30.0
dwiNMKhLWVs,22.0
eRsuAfoCN8A,8.0
eTc_zMrL1m4,10.0
f7bSMX2A79Y,30.0
fG1X4CTixQ4,4.0
fGSkWSsuMP0,390.0
fKGboM_IQUk,3.0
fQQiWVijmo0,30.0
fYLnR2aNFB0,11.0
gEAa0h0_JWE,30.0
gKvJr_8728A,2.0
gdXrZnTyK_c,16.0
gkriyW7QN9Q,30.0
gzHmBmqFECU,30.0
hHs5je_FTaM,90.0
hW387w8kMfU,5.0
hXsGzYaYMQc,30.0
i1nxk3rPKjU,0.0
iC1jyQEyhWw,30.0
iEoz7Mg5uRA,0.0
iTe3DLQmJAg,2.0
iYv9pCf8EGg,460.0
ifUQa-UHM6c,30.0
ipJez6rvtko,30.0
ivXGXHwfhUA,6.0
j4BVdejhEY4,6.0
jb20hKUYHYo,13.0
juEVhuY4jT4,28.0
jzBGL_F2ihE,0.0
kGHAOLGOh1Q,20.0
kJjhd_CLyrw,18.0
kTYY55YRDiY,21.0
keQRLemNRXY,0.0
lSGGxXqklVs,60.0
lWdcvZM49yc,30.0
m9dkwqofwc0,200.0
nvdvMYywMQk,4.0
p4qWpiuNlJ8,230.0
pAYe3SoWQW4,3.0
q7JyqOMLbUQ,0.0
qjgyClKLKaA,30.0
rkxPaXs2Pn8,24.0
sASMCEt5ypY,0.0
sAt7QFbGx2k,30.0
sFDTTeXjf3w,30.0
sNCCsVFc48s,2.0
tsYfaR20jFQ,100.0
tum3KveLol0,30.0
u9agByPTKMU,110.0
uCsaCgyo770,8.0
uNf4Bd5istY,30.0
usGU6m6XzjI,3.0
uweLmKmZlks,30.0
v5rb3b_YrNE,370.0
vWfXDVEzNhM,19.0
vhRVoNXWLWY,0.0
vqJhSaVb2F8,1.0
w_ev5f5JVU0,90.0
waEvlvJjxfs,10.0
wgwuN-nn0OA,30.0
xx0t5oIMqgo,30.0
yyPssEHCRt8,29.0
yzssZX_fJ-I,0.0
zBeMgfK69C8,30.0
